author,birthdate,deathdate,count
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Martineau, Harriet",1802,1876,1
"Martineau, Harriet",1802,1876,1
"Robertson, Margaret M. (Margaret Murray)",1821,1897,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Reid, Mayne",1818,1883,1
"Kingston, William Henry Giles",1814,1880,1
"Young, Egerton Ryerson",1840,1909,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Kingston, William Henry Giles",1814,1880,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Martineau, Harriet",1802,1876,1
"Holt, Emily Sarah",1836,1893,1
"Martineau, Harriet",1802,1876,1
"Long, Helen Beecher",no_birthdate,no_deathdate,1
"Michelet, Jules",1798,1874,1
"Shirley, Dame",1819,1906,1
"Dorset, Catherine Ann Turner",1749,1816,1
Various,no_birthdate,no_deathdate,1
"Cooke, John Esten",1830,1886,1
"Power, Tyrone",1797,1841,1
Various,no_birthdate,no_deathdate,1
"Stratemeyer, Edward",1862,1930,1
"Borrow, George",1803,1881,1
"Cecil, Sabina",no_birthdate,no_deathdate,1
"Cazotte, Jacques",1719,1792,1
Unknown,no_birthdate,no_deathdate,1
"Bassett, Sara Ware",1872,1968,1
"Lawrence, Robert Means",1847,1935,1
"Ellis, Robinson",1834,1913,1
"Catullus, Gaius Valerius",-84,-54,1
"Farningham, Marianne",1834,1909,1
"Lockhart, Caroline",1870,1962,1
"D'Annunzio, Gabriele",1863,1938,1
"Kalff, S.",no_birthdate,no_deathdate,1
"Crawford, F. Marion (Francis Marion)",1854,1909,1
"Proctor, Richard A. (Richard Anthony)",1837,1888,1
"Glad, Victoria",no_birthdate,no_deathdate,1
"Coybee, Eden",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Lockhart, Caroline",1870,1962,1
Anonymous,no_birthdate,no_deathdate,1
"Descartes, René",1596,1650,1
Anonymous,no_birthdate,no_deathdate,1
"Peterson, Don",no_birthdate,no_deathdate,1
"Listal, Alfred",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
Unknown,no_birthdate,no_deathdate,1
"Brackett, Anna C. (Anna Callender)",1836,1911,1
"Mann, Thomas",1875,1955,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Green, John Richard",1837,1883,1
"Bennett, Charles H. (Charles Henry)",1829,1867,1
"Rose, Joshua",no_birthdate,no_deathdate,1
"Best, Harry",1880,1971,1
"Flickinger, Robert Elliott",1846,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Robertson, Margaret M. (Margaret Murray)",1821,1897,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
Various,no_birthdate,no_deathdate,1
"Longfellow, Henry Wadsworth",1807,1882,1
"Nettelbeck, Joachim",1738,1824,1
"Drummond, Henry",1851,1897,1
"Garrett, Randall",1927,1987,1
Anonymous,no_birthdate,no_deathdate,1
"Ing, Dean Charles",no_birthdate,no_deathdate,1
"Duff, J. L.",no_birthdate,no_deathdate,1
"Cole, Everett B.",1918,1977,1
"Townsend, George Alfred",1841,1914,1
"Menant, Delphine",1850,no_deathdate,1
"Collins, Wilkie",1824,1889,1
"Senior, William",1838,1920,1
"Dickens, Charles",1812,1870,1
"Castelo Branco, Camilo",1825,1890,1
"Castelo Branco, Camilo",1825,1890,1
"Bennett, Arnold",1867,1931,1
Unknown,no_birthdate,no_deathdate,1
"Fowler, W. Warde (William Warde)",1847,1921,1
"Potter, Beatrix",1866,1943,1
"Optic, Oliver",1822,1897,1
"Tourtel, Mary",1874,1948,1
"Masters, Maxwell T. (Maxwell Tylden)",1833,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Aldrich, Thomas Bailey",1836,1907,1
"Bacon, Josephine Daskam",1876,1961,1
"Bacon, Josephine Daskam",1876,1961,1
"Bacon, Josephine Daskam",1876,1961,1
"Bacon, Josephine Daskam",1876,1961,1
"Bacon, Josephine Daskam",1876,1961,1
"Bacon, Josephine Daskam",1876,1961,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Fenn, George Manville",1831,1909,1
"Fenn, George Manville",1831,1909,1
"Fenn, George Manville",1831,1909,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Kingston, William Henry Giles",1814,1880,1
"La Spina, Greye",1880,1969,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Fenn, George Manville",1831,1909,1
"Kingston, William Henry Giles",1814,1880,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Fenn, George Manville",1831,1909,1
"Kingston, William Henry Giles",1814,1880,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
Anonymous,no_birthdate,no_deathdate,1
"Young, Rose E. (Rose Emmet)",1869,1941,1
"Taylor, Rachel Annand",1876,1960,1
"Lawrence, D. H. (David Herbert)",1885,1930,1
"Cavins, Elmer W. (Elmer Warren)",1864,no_deathdate,1
"Rathenau, Walther",1867,1922,1
"Warner-Sleigh, Mrs.",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"March, Eleanor S.",no_birthdate,no_deathdate,1
"Chagas, Manuel Pinheiro",1842,1895,1
Anonymous,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
United States. Bureau of Animal Industry,no_birthdate,no_deathdate,1
"Huidekoper, Rush Shippen",1854,1901,1
"Harbaugh, W. H. (William Heyser)",1856,1897,1
"Pearson, Leonard",1868,1909,1
"Michener, Charles B.",1838,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Sylvester, Charles Herbert",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Taylor, J. A.",no_birthdate,no_deathdate,1
"Cozzens, Frederic S. (Frederic Swartwout)",1818,1869,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Hichens, Robert",1864,1950,1
"Philip, Alexander",no_birthdate,no_deathdate,1
"Loti, Pierre",1850,1923,1
"King, Cecil S.",no_birthdate,no_deathdate,1
"Bethge, Hans",1876,1946,1
"Harmon, Jim",1933,2010,1
"Butler, Samuel",1835,1902,1
"Kropotkin, Petr Alekseevich, kniaz",1842,1921,1
"Mayfield, M. I.",no_birthdate,no_deathdate,1
"Abbott, Jacob",1803,1879,1
Anonymous,no_birthdate,no_deathdate,1
"Herford, Oliver",1863,1935,1
"Haseman, Leonard",1884,1969,1
"French, Henry F. (Henry Flagg)",1813,1885,1
Anonymous,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Taylor, James Hudson",1832,1905,1
"Leinster, Murray",1896,1975,1
"Becke, Louis",1855,1913,1
"Williamson, A. M. (Alice Muriel)",1869,1933,1
"Williamson, C. N. (Charles Norris)",1859,1920,1
"Júnior, Faustino Fonseca",no_birthdate,no_deathdate,1
"Yaco, Murray F.",no_birthdate,no_deathdate,1
"Allais, Alphonse",1854,1905,1
Anonymous,no_birthdate,no_deathdate,1
"Hancock, H. Irving (Harrie Irving)",1868,1922,1
"MacArthur, Ruth Brown",1881,no_deathdate,1
"Leacock, Stephen",1869,1944,1
"Delamotte, F. (Freeman)",1814,1862,1
"Bell, M. C.",no_birthdate,no_deathdate,1
"Dickens, Charles",1812,1870,1
"Bakewell, Esther",no_birthdate,no_deathdate,1
"Phillips, E.",no_birthdate,no_deathdate,1
"Phillips, A.",no_birthdate,no_deathdate,1
"George, G. M.",no_birthdate,no_deathdate,1
"Hunter, Richard",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Hubbard, Elbert",1856,1915,1
"Archer, Jean C.",no_birthdate,no_deathdate,1
"Auerbach, Berthold",1812,1882,1
"Karrik, Valerian Viliamovich",1869,1942,1
"Pharaon, Florian",1827,1887,1
"Lee, Sidney, Sir",1859,1926,1
"Taggart, Mabel G.",no_birthdate,no_deathdate,1
"MacNutt, Francis Augustus",1863,1927,1
Anonymous,no_birthdate,no_deathdate,1
"Kent, John",no_birthdate,no_deathdate,1
"McCarthy, Justin",1830,1912,1
"McCarthy, Justin",1830,1912,1
"McCarthy, Justin",1830,1912,1
"McCarthy, Justin H. (Justin Huntly)",1860,1936,1
"McCarthy, Justin H. (Justin Huntly)",1860,1936,1
"McCarthy, Justin",1830,1912,1
Anonymous,no_birthdate,no_deathdate,1
"Hume, Fergus",1859,1932,1
"Byron, George Gordon Byron, Baron",1788,1824,1
"Sumner, George Henry",1824,1909,1
"Chatelain, Clara de",1807,1876,1
American Sunday-School Union,no_birthdate,no_deathdate,1
"Crane, Walter",1845,1915,1
"Boare, G.",no_birthdate,no_deathdate,1
"Bergengren, Ralph",1871,1947,1
"Dandy, Jacky",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Coeuret, Auguste",no_birthdate,no_deathdate,1
"Crosland, T. W. H. (Thomas William Hodgson)",1865,1924,1
"Castelo Branco, Camilo",1825,1890,1
"King, Charles",1844,1933,1
"Thomson, J. Pringle (James Pringle)",1889,1916,1
"Verne, Jules",1828,1905,1
"Fitzgerald, Percy",1834,1925,1
"Collingwood, Harry",1851,1922,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Kingston, William Henry Giles",1814,1880,1
"Frith, Henry",1840,no_deathdate,1
"Guerber, H. A. (Hélène Adeline)",1859,1929,1
"Kingston, William Henry Giles",1814,1880,1
"Fenn, George Manville",1831,1909,1
"Collingwood, Harry",1851,1922,1
"Reid, Mayne",1818,1883,1
"Williamson, C. N. (Charles Norris)",1859,1920,1
"Williamson, A. M. (Alice Muriel)",1869,1933,1
"Walton, Amy",1848,1899,1
"Fenn, George Manville",1831,1909,1
"Kingston, William Henry Giles",1814,1880,1
"Kingston, William Henry Giles",1814,1880,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Conrad, Joseph",1857,1924,1
"Church, Samuel Harden",1858,1943,1
"Lemaître, Jules",1853,1914,1
"Hardart, F. E.",no_birthdate,no_deathdate,1
"Page, Thomas Nelson",1853,1922,1
"Page, Thomas Nelson",1853,1922,1
"Page, Thomas Nelson",1853,1922,1
"Page, Thomas Nelson",1853,1922,1
"Page, Thomas Nelson",1853,1922,1
"Page, Thomas Nelson",1853,1922,1
"Page, Thomas Nelson",1853,1922,1
"Martin, George Madden",1866,1946,1
Various,no_birthdate,no_deathdate,1
"Lewis, Alfred Henry",1857,1914,1
"Lee, John Doyle",1812,1877,1
"La Brète, Jean de",1854,1945,1
"Greene, Julia",no_birthdate,no_deathdate,1
"Hall, Edith King",no_birthdate,no_deathdate,1
"Taine, Hippolyte",1828,1893,1
"Coutinho, Henrique Ernesto de Almeida",1788,1868,1
"Junqueiro, Abílio Manuel Guerra",1850,1923,1
"Glen, M. A.",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Wells, Carolyn",1862,1942,1
"Kafka, Franz",1883,1924,1
"Jephson, Harriet Julia Campbell, Lady",no_birthdate,no_deathdate,1
"Garrett, Randall",1927,1987,1
"Ferris, Benjamin",no_birthdate,no_deathdate,1
"Friendly, Aunt",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Pound, Ezra",1885,1972,1
"Robertson, Morgan",1861,1915,1
"May, Sophie",1833,1906,1
"Farrow, G. E. (George Edward)",1866,no_deathdate,1
"Metcalfe, Francis",no_birthdate,no_deathdate,1
"Bergman, Johan Albert",1844,1924,1
"De la Mare, Walter",1873,1956,1
"Gilson, Jewett C. (Jewett Castello)",1844,1926,1
Unknown,no_birthdate,no_deathdate,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Bartholomew, A. T. (Augustus Theodore)",1882,1933,1
"Jones, Henry Festing",1851,1928,1
"Trine, Ralph Waldo",1866,1958,1
"Bassett, Sara Ware",1872,1968,1
"Garrett, Randall",1927,1987,1
"Holden, Edward S. (Edward Singleton)",1846,1914,1
"Garrett, Randall",1927,1987,1
"Ainsworth, William Harrison",1805,1882,1
"Armstrong, William H.",1824,1919,1
"Frick, Jacob G.",no_birthdate,no_deathdate,1
"Morford, Henry",1823,1881,1
"Camo, Sans",no_birthdate,no_deathdate,1
"Musset, Alfred de",1810,1857,1
"Long, Frank Belknap",1903,1994,1
"Burnett, Alice Hale",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Neville, Kris",1925,1980,1
Various,no_birthdate,no_deathdate,1
"Reidy, John J.",no_birthdate,no_deathdate,1
"Allen, James Edgar",no_birthdate,no_deathdate,1
"La Monte, Robert Rives",no_birthdate,no_deathdate,1
"Kingston, William Henry Giles",1814,1880,1
"Reid, Mayne",1818,1883,1
"Kingston, William Henry Giles",1814,1880,1
"Camo, Sans",no_birthdate,no_deathdate,1
"Curtis, William",1746,1799,1
"Sherman, Henry A.",1870,no_deathdate,1
"Kent, Charles Foster",1867,1925,1
"Sweetser, Arthur",1888,1968,1
"Lamont, Gordon",no_birthdate,no_deathdate,1
"Sand, George",1804,1876,1
"Dombre, Roger",1859,1914,1
"Warner, Anna Bartlett",1824,1915,1
"Warner, Susan",1819,1885,1
Buddha,no_birthdate,no_deathdate,1
"Camacho, Jorge",1966,no_deathdate,1
"Devol, George H.",1829,1903,1
"Raphael, Rick",1919,1994,1
"Régnier, Henri de",1864,1936,1
"Cordeiro, Manoel Caldas",1869,1914,1
"Sabia, Richard",no_birthdate,no_deathdate,1
"Gimble, Stanley",no_birthdate,no_deathdate,1
"Ruskin, John",1819,1900,1
Anonymous,no_birthdate,no_deathdate,1
"Hubbard, Elbert",1856,1915,1
"Molard, Étienne",no_birthdate,1825,1
"Tennyson, Alfred Tennyson, Baron",1809,1892,1
"Brooke, L. Leslie (Leonard Leslie)",1862,1940,1
"Smith, George O. (George Oliver)",1911,1981,1
"Caballero, Fernán",1796,1877,1
"Connolly, James B. (James Brendan)",1868,1957,1
"Kingston, William Henry Giles",1814,1880,1
"Klein, Charles",1867,1915,1
Various,no_birthdate,no_deathdate,1
"Burke, Thomas",1886,1945,1
"Hough, Emerson",1857,1923,1
"Harris, Corra",1869,1935,1
"Jókai, Mór",1825,1904,1
"Nichols, J. L. (James Lawrence)",no_birthdate,1895,1
"Jefferis, B. G. (Benjamin Grant)",1851,no_deathdate,1
"Prévost, abbé",1697,1763,1
"Flagg, James Montgomery",1877,1960,1
"Leinster, Murray",1896,1975,1
"Knight, Alice J.",no_birthdate,no_deathdate,1
"Herford, Oliver",1863,1935,1
"Clay, John Cecil",1875,1930,1
Various,no_birthdate,no_deathdate,1
"Bourget, Paul",1852,1935,1
"Doblas, Gonzalo de",1744,1809,1
"Figuier, Louis",1819,1894,1
"Leighton, John",1822,1912,1
"Cortes-Rodrigues, Armando César",1891,1971,1
"Almada Negreiros, José de",1893,1970,1
"Guisado, Alfredo Pedro de Meneses",1891,1975,1
"Pessoa, Fernando",1888,1935,1
"Sá-Carneiro, Mário de",1890,1916,1
"Campos, Alvaro de",1888,1935,1
"Carvalho, Ronald de",1893,1935,1
"Montalvor, Luís de",1891,1947,1
"Campos, Alvaro de",1888,1935,1
"Lima, Ângelo Vaz Pinto Azevedo Coutinho de",1872,1921,1
"Leal, Raul de Oliveira Sousa",1886,1964,1
"Montalvor, Luís de",1891,1947,1
"Cisneiros, Violante",1891,1971,1
"Sá-Carneiro, Mário de",1890,1916,1
"Pessoa, Fernando",1888,1935,1
"Guimarães, Eduardo",1892,1928,1
"Vaizey, George de Horne, Mrs.",1857,1917,1
"Holt, Emily Sarah",1836,1893,1
"Norton, Andre",1912,2005,1
"Lindsay, Norman",1879,1969,1
"Mastin, John",1865,no_deathdate,1
"Otis, James",1848,1912,1
"Janson, Kristofer",1841,1917,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Murfree, Mary Noailles",1850,1922,1
"Crane, Thomas Frederick",1844,1927,1
"Woodward, Ashbel",1804,1885,1
"Leinster, Murray",1896,1975,1
"Moore, John Trotwood",1858,1929,1
"Scully, W. C. (William Charles)",1855,1943,1
Plutarch,46,119,1
"Hubbard, Elbert",1856,1915,1
"Green, Anna Katharine",1846,1935,1
"Green, John Richard",1837,1883,1
"Hewlett, Maurice",1861,1923,1
"Chase, Josephine",no_birthdate,1931,1
"Stokes, Katherine",no_birthdate,no_deathdate,1
"Prus, Bolesław",1847,1912,1
"Quiller-Couch, Arthur",1863,1944,1
"Reid, Mayne",1818,1883,1
"Two-Shoes, Margery",no_birthdate,no_deathdate,1
"Sweetser, Kate Dickinson",1870,1939,1
"Douglas, Jack",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Meade, L. T.",1854,1914,1
"Chateaubriand, François-René, vicomte de",1768,1848,1
Various,no_birthdate,no_deathdate,1
"Garrett, Randall",1927,1987,1
Various,no_birthdate,no_deathdate,1
"Crane, Frank",1861,1928,1
"Carrington, Hereward",1880,1959,1
"Nesbit, E. (Edith)",1858,1924,1
"Cullum, Ridgwell",1867,1943,1
"Fitzhugh, Percy Keese",1876,1950,1
"Waller, Mary E. (Mary Ella)",1855,1938,1
"Dorset, Catherine Ann Turner",1749,1816,1
"Roscoe, William",1753,1831,1
"Windsor, H. H. (Henry Haven)",1859,1924,1
"Seton, Ernest Thompson",1860,1946,1
"White, Gleeson",1851,1898,1
"Reynolds, Mack",1917,1983,1
"Stamatov, G. P. (Georgi Porfirievich)",1869,1942,1
V. M.,no_birthdate,no_deathdate,1
"Schimper, Andreas Franz Wilhelm",1856,1901,1
"Foster, W. Bert (Walter Bertram)",1869,no_deathdate,1
"Isham, Frederic Stewart",1866,1922,1
"Shakespeare, William",1564,1616,1
"Appleton, Victor",no_birthdate,no_deathdate,1
"Matthews, Brander",1852,1929,1
"Ibsen, Henrik",1828,1906,1
"Stanton, Henry",no_birthdate,no_deathdate,1
"Herford, Oliver",1863,1935,1
"Clay, John Cecil",1875,1930,1
"Agee, Alva",1858,1943,1
"Leslie, Madeline",1815,1893,1
"Keats, John",1795,1821,1
"Quéré, Jean",no_birthdate,no_deathdate,1
"Gray, Lucy",no_birthdate,no_deathdate,1
"Grave, João José",1872,1934,1
"Arthur, Robert",1909,1969,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Fewkes, Jesse Walter",1850,1930,1
"Creswicke, Louis",no_birthdate,no_deathdate,1
"Roy, Lillian Elizabeth",1868,1932,1
"Smith, Francis Hopkinson",1838,1915,1
"Smith, Francis Hopkinson",1838,1915,1
"Smith, Francis Hopkinson",1838,1915,1
"Smith, Francis Hopkinson",1838,1915,1
"Smith, Francis Hopkinson",1838,1915,1
"Smith, Francis Hopkinson",1838,1915,1
"Boccaccio, Giovanni",1313,1375,1
"Smith, Francis Hopkinson",1838,1915,1
,no_birthdate,no_deathdate,1
"Smith, Francis Hopkinson",1838,1915,1
"Charles, Elizabeth Rundle",1828,1896,1
"Abbott, L. A.",1813,no_deathdate,1
"Buchan, John",1875,1940,1
"Bullock, Tom",1873,1964,1
"Burgess, Thornton W. (Thornton Waldo)",1874,1965,1
"Burgess, Thornton W. (Thornton Waldo)",1874,1965,1
"Burnett, Frances Hodgson",1849,1924,1
"Burnett, Frances Hodgson",1849,1924,1
"Burroughs, Edgar Rice",1875,1950,1
"Burroughs, Edgar Rice",1875,1950,1
"Burroughs, John",1837,1921,1
"Carr, Terry Gene",1937,1987,1
"Carroll, Lewis",1832,1898,1
"Carroll, Lewis",1832,1898,1
"Carroll, Lewis",1832,1898,1
"Catullus, Gaius Valerius",-84,-54,1
"Chapais, Thomas",1858,1946,1
"Chaucer, Geoffrey",1342,1400,1
"Chesterton, G. K. (Gilbert Keith)",1874,1936,1
"Chopin, Kate",1850,1904,1
"Saxby, Jessie Margaret Edmondston",1842,1940,1
Various,no_birthdate,no_deathdate,1
"Lawrence, D. H. (David Herbert)",1885,1930,1
"Bassett, Sara Ware",1872,1968,1
"Higginbottom, John",1788,1876,1
"Hendryx, James B. (James Beardsley)",1880,1963,1
"Weinbaum, Stanley G. (Stanley Grauman)",1902,1935,1
"Cross, Victoria",1868,1952,1
"Burnett, Alfred",1824,1884,1
Various,no_birthdate,no_deathdate,1
"Lindsay, Maud",1874,1941,1
"Crockett, S. R. (Samuel Rutherford)",1860,1914,1
"Grabo, Carl Henry",1881,no_deathdate,1
"Ingram, Eleanor M. (Eleanor Marie)",1886,1921,1
"Moir, D. M. (David Macbeth)",1798,1851,1
"Mikszáth, Kálmán",1847,1910,1
"Lloyd, Nelson",1873,1933,1
Unknown,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Stoddard, William O.",1835,1925,1
"Quick, Herbert",1861,1925,1
Various,no_birthdate,no_deathdate,1
"Taylor, Richard",1826,1879,1
"Andrews, Elisha Benjamin",1844,1917,1
"Herford, Oliver",1863,1935,1
"Jameson, Helen Follett",1873,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Snyder, Charles M.",no_birthdate,no_deathdate,1
"Cowper, William",1731,1800,1
"Dewar, Douglas",1875,1957,1
"Droysen, Johann Gustav",1808,1884,1
"Pertwee, Roland",1885,1963,1
"Optic, Oliver",1822,1897,1
"Montijn-de Fouw, Nelly",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Hubbard, Elbert",1856,1915,1
"Edmondson, G. C.",1922,1995,1
"Chapman, Allen",no_birthdate,no_deathdate,1
"Garrett, Randall",1927,1987,1
"Dickens, Charles",1812,1870,1
"Holt, Emily Sarah",1836,1893,1
"Fyfe, H. B. (Horace Bowne)",1918,1997,1
"Fisher, Dorothy Canfield",1879,1958,1
"Cox, Joseph Bradford",1840,no_deathdate,1
"Windsor, H. H. (Henry Haven)",1859,1924,1
"Eggleston, Edward",1837,1902,1
"Donne, John",1572,1631,1
"Optic, Oliver",1822,1897,1
"Ibsen, Henrik",1828,1906,1
R. H. (Robert Howlett),no_birthdate,no_deathdate,1
"Parkinson, James",1755,1824,1
"Lippmann, Julie M.",1864,1952,1
"Douglas, Amanda M.",1831,1916,1
"Douglas, Amanda M.",1831,1916,1
"Douglas, Amanda M.",1831,1916,1
"MacArthur, Ruth Brown",1881,no_deathdate,1
"Pain, Barry",1864,1928,1
"Malet, Lucas",1852,1931,1
"MacArthur, Ruth Brown",1881,no_deathdate,1
"Douglas, Amanda M.",1831,1916,1
"De Quincey, Thomas",1785,1859,1
"Southworth, Emma Dorothy Eliza Nevitte",1819,1899,1
"Campbell, John W., Jr. (John Wood)",1910,1971,1
"Leinster, Murray",1896,1975,1
"Wells, Carolyn",1862,1942,1
Various,no_birthdate,no_deathdate,1
"Winslow, Margaret E.",no_birthdate,no_deathdate,1
Multatuli,1820,1887,1
"Sergeant, Adeline",1851,1904,1
"Abbott, John S. C. (John Stevens Cabot)",1805,1877,1
"Godwin, Tom",1915,1980,1
"Hughes, Rupert",1872,1956,1
"Cartier, Jacques",1491,1557,1
Various,no_birthdate,no_deathdate,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
"Chopin, Kate",1850,1904,1
"Hardy, Robina F.",no_birthdate,no_deathdate,1
"Kalff, Gerrit",1856,1923,1
"Clark, Daniel",no_birthdate,no_deathdate,1
"Jia, Yi",-200,-168,1
Various,no_birthdate,no_deathdate,1
"Zhu, Yongchun",1617,1689,1
"Ji, Yun",1724,1805,1
"Li, Ruzhen",no_birthdate,no_deathdate,1
"Whiting, Lilian",1847,1942,1
"Becke, Louis",1855,1913,1
"Liu, Xie",no_birthdate,no_deathdate,1
"Li, Yuxiu, active 17th century-18th century",no_birthdate,no_deathdate,1
"Luo, Guanzhong",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Cooper, William",no_birthdate,no_deathdate,1
"Wu, Jianren",1866,1910,1
"Sagard, Gabriel",no_birthdate,no_deathdate,1
"Neufeld, Charles",1856,1918,1
"Wilhelm, Ch.",no_birthdate,no_deathdate,1
"Weiss, George Henry",1898,1946,1
"Lee, Day Kellogg",1816,1869,1
"Shang, Yang",no_birthdate,-338,1
"Wu, Chuhou, jin shi 1053",no_birthdate,no_deathdate,1
"Chu, Renhu, active 1675-1695",no_birthdate,no_deathdate,1
"Brown, Arthur, Rev.",no_birthdate,no_deathdate,1
"Ibsen, Henrik",1828,1906,1
"Xiong, Damu, active 16th century",no_birthdate,no_deathdate,1
Confucius,-551,-479,1
"Zhu, Xi",1130,1200,1
"Ban, Gu",32,92,1
"Xiong, Damu, active 16th century",no_birthdate,no_deathdate,1
"Weng, Gui",no_birthdate,no_deathdate,1
Huineng,638,713,1
"Leinster, Murray",1896,1975,1
"Spicer, William A.",1845,1913,1
Unknown,no_birthdate,no_deathdate,1
"Beaugrand, Honoré",1848,1906,1
"Tang, Xianzu",1550,1616,1
"Liu, E",1857,1909,1
"Viterbo, Francisco Marques Sousa",1843,1910,1
Canada. Post Office Department,no_birthdate,no_deathdate,1
"Reid, Mayne",1818,1883,1
"Xing, Jian",no_birthdate,no_deathdate,1
"Huang, Zongxi",1610,1695,1
"Fox, Frances Barton",1887,no_deathdate,1
"Hine, C. G. (Charles Gilbert)",1859,1931,1
"Nathan, George Jean",1882,1958,1
"Mencken, H. L. (Henry Louis)",1880,1956,1
"Fuller, Anna",1853,1916,1
"Alcott, William A. (William Andrus)",1798,1859,1
"Snelleman, Johannes François",1852,1938,1
"Shi, Nai'an",no_birthdate,no_deathdate,1
