author_name,title_counts
England and Wales. Parliament.?,35
"Penn, William, 1644-1718.?",33
Ireland. Lords Justices and Council.?,32
"Williams, John, 1636?-1709.?",31
"Beverley, Thomas.?",30
"Tillotson, John, 1630-1694.?",28
"Burnet, Gilbert, 1643-1715.?",26
"D'Urfey, Thomas, 1653-1723.?",25
"Locke, John, 1632-1704.?",25
"Congreve, William, 1670-1729.?",23
England and Wales.?,23
"Marana, Giovanni Paolo, 1642-1693.?",23
England and Wales. Lords Justices.?,22
"Neale, Thomas, d. 1699??",22
"Allestree, Richard, 1619-1681.?",21
"Patrick, Simon, 1626-1707.?",21
"Bunyan, John, 1628-1688.?",20
"Stafford, Richard, 1663-1703.?",20
"Briscoe, John, fl. 1695.?",19
"Bullord, John.?",19
"Chamberlen, Hugh.?",19
Company of Scotland Trading to Africa and the Indies.?,19
"Keach, Benjamin, 1640-1704.?",19
"Leslie, Charles, 1650-1722.?",19
"Settle, Elkanah, 1648-1724.?",18
"Wallis, John, 1616-1703.?",18
"Whitehead, George, 1636?-1723.?",18
"R. B., 1632?-1725??",17
"Salmon, William, 1644-1713.?",17
"Baxter, Richard, 1615-1691.?",16
"Bugg, Francis, 1640-1724??",16
"Edwards, John, 1637-1716.?",16
"Elys, Edmund, ca. 1634-ca. 1707.?",16
"King, William, 1650-1729.?",16
"Shower, John, 1657-1715.?",16
"Tate, Nahum, 1652-1715.?",16
"Ames, Richard, d. 1693.?",15
"Brady, Nicholas, 1659-1726.?",15
"Burgess, Daniel, 1645-1713.?",15
"Stillingfleet, Edward, 1635-1699.?",15
"Temple, William, Sir, 1628-1699.?",15
J. S.?,14
"Kettlewell, John, 1653-1695.?",14
"Lucas, Richard, 1648-1715.?",14
"Pelling, Edward, d. 1718.?",14
"Purcell, Henry, 1659-1695.?",14
"Collier, Jeremy, 1650-1726.?",13
Ireland. Lord Lieutenant (1692-1695 : Romney)?,13
"Norris, John, 1657-1711.?",13
"Partridge, John, 1644-1715.?",13
"Peachi, John, fl. 1683.?",13
Scotland.?,13
Scotland. Parliament. Committee of Estates.?,13
"Stephens, Edward, d. 1706.?",13
"Tryon, Thomas, 1634-1703.?",13
"William III, King of England, 1650-1702.?",13
"Boyle, Robert, 1627-1691.?",12
Ireland. Lord Lieutenant (1695-1696 : Capel)?,12
"Lee, Nathaniel, 1653?-1692.?",12
"Milton, John, 1608-1674.?",12
"Shadwell, Thomas, 1642?-1692.?",12
"Behn, Aphra, 1640-1689.?",11
"Bray, Thomas, 1658-1730.?",11
"Dorrington, Theophilus, d. 1715.?",11
"Gildon, Charles, 1665-1724.?",11
"Bates, William, 1625-1699.?",10
City of London (England).?,10
"Echard, Laurence, 1670?-1730.?",10
"Lead, Jane, 1623-1704.?",10
"Nye, Stephen, 1648?-1719.?",10
Plutarch.?,10
"Russel, Robert, fl. 1692.?",10
"Sprat, Thomas, 1635-1713.?",10
"Taylor, Jeremy, 1613-1667.?",10
"Wagstaffe, Thomas, 1645-1712.?",10
Anonymous?,"1,747"
Ireland. Lords Justices and Council.?,57
Scotland. Privy Council.?,49
"Ward, Edward, 1667-1731.?",36
England and Wales. Sovereign (1694-1702 : William III)?,30
"Keith, George, 1639?-1716.?",29
"Mather, Cotton, 1663-1728.?",26
"Penn, William, 1644-1718.?",24
Church of England.?,20
"Bray, Thomas, 1658-1730.?",19
"Defoe, Daniel, 1661?-1731.?",18
England and Wales.?,18
"Leslie, Charles, 1650-1722.?",18
"Stafford, Richard, 1663-1703.?",18
"Behn, Aphra, 1640-1689.?",17
"Blackall, Offspring, 1654-1716.?",17
"Bugg, Francis, 1640-1724??",17
"Tate, Nahum, 1652-1715.?",17
"Bradford, Samuel, 1652-1731.?",15
"Tillotson, John, 1630-1694.?",15
Company of Scotland Trading to Africa and the Indies.?,14
"Stephens, Edward, d. 1706.?",14
Trepidantium Malleus.?,14
"Bunyan, John, 1628-1688.?",13
"Keach, Benjamin, 1640-1704.?",13
"Colbatch, John, Sir, 1670-1729.?",12
England and Wales. Parliament. House of Commons.?,12
"Flavel, John, 1630?-1691.?",11
"Gother, John, d. 1704.?",11
"Patrick, Simon, 1626-1707.?",11
"Willard, Samuel, 1640-1707.?",11
"Burnet, Gilbert, 1643-1715.?",10
"D'Urfey, Thomas, 1653-1723.?",10
"Doolittle, Thomas, 1632?-1707.?",10
"Tenison, Thomas, 1636-1715.?",10
"Whitehead, George, 1636?-1723.?",10
