author_name,first_name,last_name,title,count,fraction_total,dataset
David Lynch,David,Lynch,not_applicable,204,0.000136,open_syllabus
Roman Polanski,Roman,Polanski,not_applicable,204,0.000136,open_syllabus
I. A. Richards,I A,Richards,not_applicable,204,0.000136,open_syllabus
Jerry Spinelli,Jerry,Spinelli,not_applicable,204,0.000136,open_syllabus
Leslie A. Fiedler,Leslie A,Fiedler,not_applicable,203,0.000136,open_syllabus
David Graddol,David,Graddol,not_applicable,203,0.000136,open_syllabus
Nick Hornby,Nick,Hornby,not_applicable,203,0.000136,open_syllabus
Gary R. Low,Gary R,Low,not_applicable,203,0.000136,open_syllabus
Jon Mee,Jon,Mee,not_applicable,203,0.000136,open_syllabus
Darwin B. Nelson,Darwin B,Nelson,not_applicable,203,0.000136,open_syllabus
Anne Rice,Anne,Rice,not_applicable,203,0.000136,open_syllabus
Diana Wallace,Diana,Wallace,not_applicable,203,0.000136,open_syllabus
Billy Wilder,Billy,Wilder,not_applicable,203,0.000136,open_syllabus
Molly Bang,Molly,Bang,not_applicable,202,0.000135,open_syllabus
Seamus Deane,Seamus,Deane,not_applicable,202,0.000135,open_syllabus
Mary Eagleton,Mary,Eagleton,not_applicable,202,0.000135,open_syllabus
Linda Elder,Linda,Elder,not_applicable,202,0.000135,open_syllabus
Norman Fairclough,Norman,Fairclough,not_applicable,202,0.000135,open_syllabus
Barbara Kiefer Lewalski,Barbara Kiefer,Lewalski,not_applicable,202,0.000135,open_syllabus
Christopher Smart,Christopher,Smart,not_applicable,202,0.000135,open_syllabus
Brian Wilkie,Brian,Wilkie,not_applicable,202,0.000135,open_syllabus
Alexander Hamilton,Alexander,Hamilton,not_applicable,201,0.000134,open_syllabus
George Herbert,George,Herbert,not_applicable,201,0.000134,open_syllabus
Ros King,Ros,King,not_applicable,201,0.000134,open_syllabus
James Monaco,James,Monaco,not_applicable,201,0.000134,open_syllabus
Douglas Coupland,Douglas,Coupland,not_applicable,200,0.000134,open_syllabus
S.øren Kierkegaard,Søren,Kierkegaard,not_applicable,200,0.000134,open_syllabus
John McRae,John,McRae,not_applicable,200,0.000134,open_syllabus
John William Polidori,John William,Polidori,not_applicable,200,0.000134,open_syllabus
Peter Carey,Peter,Carey,not_applicable,199,0.000133,open_syllabus
Virginia P. Clark,Virginia P,Clark,not_applicable,199,0.000133,open_syllabus
Mark Connelly,Mark,Connelly,not_applicable,199,0.000133,open_syllabus
Robert Funk,Robert,Funk,not_applicable,199,0.000133,open_syllabus
Diana George,Diana,George,not_applicable,199,0.000133,open_syllabus
Lisa Jardine,Lisa,Jardine,not_applicable,199,0.000133,open_syllabus
Arthur F. Kinney,Arthur F,Kinney,not_applicable,199,0.000133,open_syllabus
Jago Morrison,Jago,Morrison,not_applicable,199,0.000133,open_syllabus
Ann Petry,Ann,Petry,not_applicable,199,0.000133,open_syllabus
Mary Louise Pratt,Mary Louise,Pratt,not_applicable,199,0.000133,open_syllabus
Claude Julien Rawson,Claude Julien,Rawson,not_applicable,199,0.000133,open_syllabus
William A. Sabin,William A,Sabin,not_applicable,199,0.000133,open_syllabus
M. Neil Browne,M Neil,Browne,not_applicable,198,0.000132,open_syllabus
Yukio Mishima,Yukio,Mishima,not_applicable,198,0.000132,open_syllabus
Eugene Gladstone O.'Neill,Eugene Gladstone,O'Neill,not_applicable,198,0.000132,open_syllabus
Ngugi Wa Thiong'o.,Ngugi Wa,Thiong'o,not_applicable,198,0.000132,open_syllabus
Frederick Jackson Turner,Frederick Jackson,Turner,not_applicable,198,0.000132,open_syllabus
Ama Ata Aidoo,Ama Ata,Aidoo,not_applicable,197,0.000132,open_syllabus
James Chandler,James,Chandler,not_applicable,197,0.000132,open_syllabus
Michelle Cliff,Michelle,Cliff,not_applicable,197,0.000132,open_syllabus
Anita Desai,Anita,Desai,not_applicable,197,0.000132,open_syllabus
Sonja K. Foss,Sonja K,Foss,not_applicable,197,0.000132,open_syllabus
Lawrence Grossberg,Lawrence,Grossberg,not_applicable,197,0.000132,open_syllabus
Eugène Ionesco,Eugène,Ionesco,not_applicable,197,0.000132,open_syllabus
Wendy Martin,Wendy,Martin,not_applicable,197,0.000132,open_syllabus
James Shapiro,James,Shapiro,not_applicable,197,0.000132,open_syllabus
Brian Vickers,Brian,Vickers,not_applicable,197,0.000132,open_syllabus
Alexander Walker,Alexander,Walker,not_applicable,197,0.000132,open_syllabus
Joel Coen,Joel,Coen,not_applicable,196,0.000131,open_syllabus
Martin Davies,Martin,Davies,not_applicable,196,0.000131,open_syllabus
Benjamin Disraeli,Benjamin,Disraeli,not_applicable,196,0.000131,open_syllabus
Sam Dragga,Sam,Dragga,not_applicable,196,0.000131,open_syllabus
John Drakakis,John,Drakakis,not_applicable,196,0.000131,open_syllabus
Greg Garrard,Greg,Garrard,not_applicable,196,0.000131,open_syllabus
M. A. K. Halliday,M. A. K.,Halliday,not_applicable,196,0.000131,open_syllabus
Frank Miller,Frank,Miller,not_applicable,196,0.000131,open_syllabus
John Muir,John,Muir,not_applicable,196,0.000131,open_syllabus
Joe Sacco,Joe,Sacco,not_applicable,196,0.000131,open_syllabus
John McPhee,John,McPhee,not_applicable,195,0.00013,open_syllabus
Jennifer A. Moon,Jennifer A,Moon,not_applicable,195,0.00013,open_syllabus
Ntozake Shange,Ntozake,Shange,not_applicable,195,0.00013,open_syllabus
Marita Sturken,Marita,Sturken,not_applicable,195,0.00013,open_syllabus
James Thomas,James,Thomas,not_applicable,195,0.00013,open_syllabus
Frances Ellen Watkins Harper,Frances Ellen,Watkins Harper,not_applicable,195,0.00013,open_syllabus
Gorgias,Gorgias,,not_applicable,195,0.00013,open_syllabus
Plutarch,Plutarch,,not_applicable,195,0.00013,open_syllabus
Vālmīki,Vālmīki,,not_applicable,195,0.00013,open_syllabus
Judy Blume,Judy,Blume,not_applicable,194,0.00013,open_syllabus
Kamau Brathwaite,Kamau,Brathwaite,not_applicable,194,0.00013,open_syllabus
Donald Hall,Donald,Hall,not_applicable,194,0.00013,open_syllabus
Lyn Hejinian,Lyn,Hejinian,not_applicable,194,0.00013,open_syllabus
Rosemary Jackson,Rosemary,Jackson,not_applicable,194,0.00013,open_syllabus
R. M. Liuzza,R M,Liuzza,not_applicable,194,0.00013,open_syllabus
A. A. Milne,A A,Milne,not_applicable,194,0.00013,open_syllabus
Sean O.'Casey,Sean,O'Casey,not_applicable,194,0.00013,open_syllabus
Donald E. Pease,Donald E,Pease,not_applicable,194,0.00013,open_syllabus
James H. Pickering,James H,Pickering,not_applicable,194,0.00013,open_syllabus
Arthur Rimbaud,Arthur,Rimbaud,not_applicable,194,0.00013,open_syllabus
Ruth Robbins,Ruth,Robbins,not_applicable,194,0.00013,open_syllabus
Adam Roberts,Adam,Roberts,not_applicable,194,0.00013,open_syllabus
James S. Shapiro,James S,Shapiro,not_applicable,194,0.00013,open_syllabus
Kathy Acker,Kathy,Acker,not_applicable,193,0.000129,open_syllabus
John Sheridan Biays,John Sheridan,Biays,not_applicable,193,0.000129,open_syllabus
Patrick Branwell Bronte,Patrick Branwell,Bronte,not_applicable,193,0.000129,open_syllabus
Jacques Lacan,Jacques,Lacan,not_applicable,193,0.000129,open_syllabus
Charles Lamb,Charles,Lamb,not_applicable,193,0.000129,open_syllabus
Edward Lear,Edward,Lear,not_applicable,193,0.000129,open_syllabus
Sally Ledger,Sally,Ledger,not_applicable,193,0.000129,open_syllabus
George MacDonald,George,MacDonald,not_applicable,193,0.000129,open_syllabus
A. LaVonne Brown Ruoff,A. LaVonne Brown,Ruoff,not_applicable,193,0.000129,open_syllabus
Pam Muñoz Ryan,Pam Muñoz,Ryan,not_applicable,193,0.000129,open_syllabus
Carol Wershoven,Carol,Wershoven,not_applicable,193,0.000129,open_syllabus
Fred D. White,Fred D,White,not_applicable,193,0.000129,open_syllabus
Mike Davis,Mike,Davis,not_applicable,192,0.000128,open_syllabus
David Finkelstein,David,Finkelstein,not_applicable,192,0.000128,open_syllabus
Franklin Foer,Franklin,Foer,not_applicable,192,0.000128,open_syllabus
Maxine Hairston,Maxine,Hairston,not_applicable,192,0.000128,open_syllabus
Luce Irigaray,Luce,Irigaray,not_applicable,192,0.000128,open_syllabus
Richard J. Lane,Richard J,Lane,not_applicable,192,0.000128,open_syllabus
Richard L. Coe Theater Programs Collection (Library of Congress,Richard L. Coe Theater Programs Collection,Library of Congress,not_applicable,192,0.000128,open_syllabus
Phyllis Rackin,Phyllis,Rackin,not_applicable,192,0.000128,open_syllabus
Peter Roach,Peter,Roach,not_applicable,192,0.000128,open_syllabus
Aleksandr Isaevich Solzhenitsyn,Aleksandr Isaevich,Solzhenitsyn,not_applicable,192,0.000128,open_syllabus
William Apess,William,Apess,not_applicable,191,0.000128,open_syllabus
Elizabeth Cary,Elizabeth,Cary,not_applicable,191,0.000128,open_syllabus
Roddy Doyle,Roddy,Doyle,not_applicable,191,0.000128,open_syllabus
Robert S. Miola,Robert S,Miola,not_applicable,191,0.000128,open_syllabus
Marjorie Hope Nicolson,Marjorie Hope,Nicolson,not_applicable,191,0.000128,open_syllabus
Lorna Sage,Lorna,Sage,not_applicable,191,0.000128,open_syllabus
Nicholas Delbanco,Nicholas,Delbanco,not_applicable,190,0.000127,open_syllabus
Rita Felski,Rita,Felski,not_applicable,190,0.000127,open_syllabus
D. W. Griffith,D W,Griffith,not_applicable,190,0.000127,open_syllabus
Bill McKibben,Bill,McKibben,not_applicable,190,0.000127,open_syllabus
Patricia A. Parker,Patricia A,Parker,not_applicable,190,0.000127,open_syllabus
William S. Pfeiffer,William S,Pfeiffer,not_applicable,190,0.000127,open_syllabus
Richard Wilbur,Richard,Wilbur,not_applicable,190,0.000127,open_syllabus
Julia Briggs,Julia,Briggs,not_applicable,189,0.000126,open_syllabus
Ronald F. Lunsford,Ronald F,Lunsford,not_applicable,189,0.000126,open_syllabus
Kjell Erik Rudestam,Kjell Erik,Rudestam,not_applicable,189,0.000126,open_syllabus
Vincent Ryan Ruggiero,Vincent Ryan,Ruggiero,not_applicable,189,0.000126,open_syllabus
Randall Stevenson,Randall,Stevenson,not_applicable,189,0.000126,open_syllabus
Chris Ware,Chris,Ware,not_applicable,189,0.000126,open_syllabus
Imelda Whelehan,Imelda,Whelehan,not_applicable,189,0.000126,open_syllabus
James Agee,James,Agee,not_applicable,188,0.000126,open_syllabus
Charles Laurence Barber,Charles Laurence,Barber,not_applicable,188,0.000126,open_syllabus
William E. Cain,William E,Cain,not_applicable,188,0.000126,open_syllabus
H. B. Charlton,H B,Charlton,not_applicable,188,0.000126,open_syllabus
James Clifford,James,Clifford,not_applicable,188,0.000126,open_syllabus
Joy Davidman,Joy,Davidman,not_applicable,188,0.000126,open_syllabus
Sue Drew,Sue,Drew,not_applicable,188,0.000126,open_syllabus
Marjorie B. Garber,Marjorie B,Garber,not_applicable,188,0.000126,open_syllabus
Martin Hallett,Martin,Hallett,not_applicable,188,0.000126,open_syllabus
Barbara Karasek,Barbara,Karasek,not_applicable,188,0.000126,open_syllabus
Lucy Newlyn,Lucy,Newlyn,not_applicable,188,0.000126,open_syllabus
Millicent E. Poole,Millicent E,Poole,not_applicable,188,0.000126,open_syllabus
Rosie Bingham,Rosie,Bingham,not_applicable,187,0.000125,open_syllabus
Eliza A. Comodromos,Eliza A,Comodromos,not_applicable,187,0.000125,open_syllabus
William Cronon,William,Cronon,not_applicable,187,0.000125,open_syllabus
Margaret Anne Doody,Margaret Anne,Doody,not_applicable,187,0.000125,open_syllabus
Carol Ann Duffy,Carol Ann,Duffy,not_applicable,187,0.000125,open_syllabus
Juliet Dusinberre,Juliet,Dusinberre,not_applicable,187,0.000125,open_syllabus
Ha Jin,Ha,Jin,not_applicable,187,0.000125,open_syllabus
Joy Kogawa,Joy,Kogawa,not_applicable,187,0.000125,open_syllabus
Walter Benn Michaels,Walter Benn,Michaels,not_applicable,187,0.000125,open_syllabus
Jan Svartvik,Jan,Svartvik,not_applicable,187,0.000125,open_syllabus
Edward R. Tufte,Edward R,Tufte,not_applicable,187,0.000125,open_syllabus
John Cunyus Hodges,John Cunyus,Hodges,not_applicable,186,0.000124,open_syllabus
Lisa Hopkins,Lisa,Hopkins,not_applicable,186,0.000124,open_syllabus
Amy Kaplan,Amy,Kaplan,not_applicable,186,0.000124,open_syllabus
Richard Matheson,Richard,Matheson,not_applicable,186,0.000124,open_syllabus
Chandra Talpade Mohanty,Chandra Talpade,Mohanty,not_applicable,186,0.000124,open_syllabus
Cherríe Moraga,Cherríe,Moraga,not_applicable,186,0.000124,open_syllabus
Dorothy L. Sayers,Dorothy L,Sayers,not_applicable,186,0.000124,open_syllabus
T. Smollett,T,Smollett,not_applicable,186,0.000124,open_syllabus
David Walker,David,Walker,not_applicable,186,0.000124,open_syllabus
Thornton Wilder,Thornton,Wilder,not_applicable,186,0.000124,open_syllabus
Johannes Willem Bertens,Johannes Willem,Bertens,not_applicable,185,0.000124,open_syllabus
Margaret Wise Brown,Margaret Wise,Brown,not_applicable,185,0.000124,open_syllabus
Edward Mendelson,Edward,Mendelson,not_applicable,185,0.000124,open_syllabus
Peter J. Schakel,Peter J,Schakel,not_applicable,185,0.000124,open_syllabus
Friedrich Schiller,Friedrich,Schiller,not_applicable,185,0.000124,open_syllabus
David Seed,David,Seed,not_applicable,185,0.000124,open_syllabus
Yvonne Collioud Sisko,Yvonne Collioud,Sisko,not_applicable,185,0.000124,open_syllabus
Andy Wachowski,Andy,Wachowski,not_applicable,185,0.000124,open_syllabus
Larry Wachowski,Larry,Wachowski,not_applicable,185,0.000124,open_syllabus
Edwin H. Zeydel,Edwin H,Zeydel,not_applicable,185,0.000124,open_syllabus
Howard Zinn,Howard,Zinn,not_applicable,185,0.000124,open_syllabus
Edna St. Vincent Millay,Edna St. Vincent,Millay,not_applicable,184,0.000123,open_syllabus
V. I.︠A Propp,V I︠A,Propp,not_applicable,184,0.000123,open_syllabus
Richard Steele,Richard,Steele,not_applicable,184,0.000123,open_syllabus
Ruth Coons Wallerstein,Ruth Coons,Wallerstein,not_applicable,184,0.000123,open_syllabus
John Lennard,John,Lennard,not_applicable,183,0.000122,open_syllabus
Henry Mayhew,Henry,Mayhew,not_applicable,183,0.000122,open_syllabus
Pam Morris,Pam,Morris,not_applicable,183,0.000122,open_syllabus
Brenda Spatt,Brenda,Spatt,not_applicable,183,0.000122,open_syllabus
Julia M. Walker,Julia M,Walker,not_applicable,183,0.000122,open_syllabus
Susan J. Wolfson,Susan J,Wolfson,not_applicable,183,0.000122,open_syllabus
Michael Harvey,Michael,Harvey,not_applicable,182,0.000122,open_syllabus
Michael Lapidge,Michael,Lapidge,not_applicable,182,0.000122,open_syllabus
Madeleine L.'Engle,Madeleine,L'Engle,not_applicable,182,0.000122,open_syllabus
Charles E. May,Charles E,May,not_applicable,182,0.000122,open_syllabus
James Moffett,James,Moffett,not_applicable,182,0.000122,open_syllabus
Steven Shakespeare,Steven,Shakespeare,not_applicable,182,0.000122,open_syllabus
William H. Sherman,William H,Sherman,not_applicable,182,0.000122,open_syllabus
Meera Syal,Meera,Syal,not_applicable,182,0.000122,open_syllabus
Charles W. Bridges,Charles W,Bridges,not_applicable,181,0.000121,open_syllabus
Graham Holderness,Graham,Holderness,not_applicable,181,0.000121,open_syllabus
Sarah Kane,Sarah,Kane,not_applicable,181,0.000121,open_syllabus
Philip Levine,Philip,Levine,not_applicable,181,0.000121,open_syllabus
Richard E. Matlak,Richard E,Matlak,not_applicable,181,0.000121,open_syllabus
Pierre Michel,Pierre,Michel,not_applicable,181,0.000121,open_syllabus
Gilbert Murray,Gilbert,Murray,not_applicable,181,0.000121,open_syllabus
Barbara Smith,Barbara,Smith,not_applicable,181,0.000121,open_syllabus
Chris Van Allsburg,Chris,van Allsburg,not_applicable,181,0.000121,open_syllabus
Neil Corcoran,Neil,Corcoran,not_applicable,180,0.00012,open_syllabus
Catherine Gallagher,Catherine,Gallagher,not_applicable,180,0.00012,open_syllabus
John Hersey,John,Hersey,not_applicable,180,0.00012,open_syllabus
John Richetti,John,Richetti,not_applicable,180,0.00012,open_syllabus
Paul Salzman,Paul,Salzman,not_applicable,180,0.00012,open_syllabus
Algernon Charles Swinburne,Algernon Charles,Swinburne,not_applicable,180,0.00012,open_syllabus
Irvine Welsh,Irvine,Welsh,not_applicable,180,0.00012,open_syllabus
Francis C. Blessington,Francis C,Blessington,not_applicable,179,0.00012,open_syllabus
David Cronenberg,David,Cronenberg,not_applicable,179,0.00012,open_syllabus
Erving Goffman,Erving,Goffman,not_applicable,179,0.00012,open_syllabus
Garrett Hardin,Garrett,Hardin,not_applicable,179,0.00012,open_syllabus
Todd Haynes,Todd,Haynes,not_applicable,179,0.00012,open_syllabus
Michael Herr,Michael,Herr,not_applicable,179,0.00012,open_syllabus
Coral Ann Howells,Coral Ann,Howells,not_applicable,179,0.00012,open_syllabus
Ellen Moers,Ellen,Moers,not_applicable,179,0.00012,open_syllabus
Robert O.'Clair,Robert,O'Clair,not_applicable,179,0.00012,open_syllabus
Dean Rader,Dean,Rader,not_applicable,179,0.00012,open_syllabus
Peter Stockwell,Peter,Stockwell,not_applicable,179,0.00012,open_syllabus
Bonnie S. Sunstein,Bonnie S,Sunstein,not_applicable,179,0.00012,open_syllabus
Cornel West,Cornel,West,not_applicable,179,0.00012,open_syllabus
Kingsley Amis,Kingsley,Amis,not_applicable,178,0.000119,open_syllabus
Martin Esslin,Martin,Esslin,not_applicable,178,0.000119,open_syllabus
Laura Gray-Rosendale,Laura,Gray-Rosendale,not_applicable,178,0.000119,open_syllabus
Paule Marshall,Paule,Marshall,not_applicable,178,0.000119,open_syllabus
Farah Mendlesohn,Farah,Mendlesohn,not_applicable,178,0.000119,open_syllabus
David S. Reynolds,David S,Reynolds,not_applicable,178,0.000119,open_syllabus
Gay Wilson Allen,Gay Wilson,Allen,not_applicable,177,0.000118,open_syllabus
Robert Altman,Robert,Altman,not_applicable,177,0.000118,open_syllabus
Deborah Cartmell,Deborah,Cartmell,not_applicable,177,0.000118,open_syllabus
John Clare,John,Clare,not_applicable,177,0.000118,open_syllabus
David V. Erdman,David V,Erdman,not_applicable,177,0.000118,open_syllabus
Daniel Halpern,Daniel,Halpern,not_applicable,177,0.000118,open_syllabus
Chester B. Himes,Chester B,Himes,not_applicable,177,0.000118,open_syllabus
György Lukács,György,Lukács,not_applicable,177,0.000118,open_syllabus
George R. R. Martin,George R. R.,Martin,not_applicable,177,0.000118,open_syllabus
Paul Peter Piech,Paul Peter,Piech,not_applicable,177,0.000118,open_syllabus
William Trevor,William,Trevor,not_applicable,177,0.000118,open_syllabus
Robin Williams,Robin,Williams,not_applicable,177,0.000118,open_syllabus
Abraham Cahan,Abraham,Cahan,not_applicable,176,0.000118,open_syllabus
Viktor E. Frankl,Viktor E,Frankl,not_applicable,176,0.000118,open_syllabus
National Book League (Great Britain,National Book League,Great Britain,not_applicable,176,0.000118,open_syllabus
Steve Kowit,Steve,Kowit,not_applicable,176,0.000118,open_syllabus
Paul Oliver,Paul,Oliver,not_applicable,176,0.000118,open_syllabus
Keith Punch,Keith,Punch,not_applicable,176,0.000118,open_syllabus
Colin Robson,Colin,Robson,not_applicable,176,0.000118,open_syllabus
Royall Tyler,Royall,Tyler,not_applicable,176,0.000118,open_syllabus
Rashi,Rashi,,not_applicable,176,0.000118,open_syllabus
Richard Beadle,Richard,Beadle,not_applicable,175,0.000117,open_syllabus
Cheryll Glotfelty,Cheryll,Glotfelty,not_applicable,175,0.000117,open_syllabus
Jonathan Kozol,Jonathan,Kozol,not_applicable,175,0.000117,open_syllabus
Robert Ornstein,Robert,Ornstein,not_applicable,175,0.000117,open_syllabus
Linden Peach,Linden,Peach,not_applicable,175,0.000117,open_syllabus
Randolph Quirk,Randolph,Quirk,not_applicable,175,0.000117,open_syllabus
Herbert Read,Herbert,Read,not_applicable,175,0.000117,open_syllabus
Elmer Edgar Stoll,Elmer Edgar,Stoll,not_applicable,175,0.000117,open_syllabus
Studs Terkel,Studs,Terkel,not_applicable,175,0.000117,open_syllabus
Billy Collins,Billy,Collins,not_applicable,174,0.000116,open_syllabus
John Dewey,John,Dewey,not_applicable,174,0.000116,open_syllabus
Donald E. Hall,Donald E,Hall,not_applicable,174,0.000116,open_syllabus
Sherry Turkle,Sherry,Turkle,not_applicable,174,0.000116,open_syllabus
Karen Tei Yamashita,Karen Tei,Yamashita,not_applicable,174,0.000116,open_syllabus
Chrétien,Chrétien,,not_applicable,174,0.000116,open_syllabus
Gandhi,Gandhi,,not_applicable,174,0.000116,open_syllabus
Dympna Callaghan,Dympna,Callaghan,not_applicable,173,0.000116,open_syllabus
Michael Grant,Michael,Grant,not_applicable,173,0.000116,open_syllabus
Robert Hughes,Robert,Hughes,not_applicable,173,0.000116,open_syllabus
Werner Sollors,Werner,Sollors,not_applicable,173,0.000116,open_syllabus
B. C. Southam,B C,Southam,not_applicable,173,0.000116,open_syllabus
Simone J. Billings,Simone J,Billings,not_applicable,172,0.000115,open_syllabus
Elizabeth Chiseri-Strater,Elizabeth,Chiseri-Strater,not_applicable,172,0.000115,open_syllabus
Jennifer Coates,Jennifer,Coates,not_applicable,172,0.000115,open_syllabus
Trisha Greenhalgh,Trisha,Greenhalgh,not_applicable,172,0.000115,open_syllabus
Jean Racine,Jean,Racine,not_applicable,172,0.000115,open_syllabus
Jane Yolen,Jane,Yolen,not_applicable,172,0.000115,open_syllabus
National Council of Teachers of English,National Council of Teachers of English,,not_applicable,172,0.000115,open_syllabus
Lao-Tzu,Lao-Tzu,,not_applicable,172,0.000115,open_syllabus
John Barrell,John,Barrell,not_applicable,171,0.000114,open_syllabus
John Cage,John,Cage,not_applicable,171,0.000114,open_syllabus
Angela Y. Davis,Angela Y,Davis,not_applicable,171,0.000114,open_syllabus
Gavin Fairbairn,Gavin,Fairbairn,not_applicable,171,0.000114,open_syllabus
James Paul Gee,James Paul,Gee,not_applicable,171,0.000114,open_syllabus
Claudia L. Johnson,Claudia L,Johnson,not_applicable,171,0.000114,open_syllabus
Charles Johnson,Charles,Johnson,not_applicable,171,0.000114,open_syllabus
Dinty W. Moore,Dinty W,Moore,not_applicable,171,0.000114,open_syllabus
Rex Schneider,Rex,Schneider,not_applicable,171,0.000114,open_syllabus
Jane Spencer,Jane,Spencer,not_applicable,171,0.000114,open_syllabus
Harold Aram Veeser,Harold Aram,Veeser,not_applicable,171,0.000114,open_syllabus
Aravind Adiga,Aravind,Adiga,not_applicable,170,0.000114,open_syllabus
Jean Aitchison,Jean,Aitchison,not_applicable,170,0.000114,open_syllabus
William Beckford,William,Beckford,not_applicable,170,0.000114,open_syllabus
Mark Z. Danielewski,Mark Z,Danielewski,not_applicable,170,0.000114,open_syllabus
Richard Ford,Richard,Ford,not_applicable,170,0.000114,open_syllabus
Christy Friend,Christy,Friend,not_applicable,170,0.000114,open_syllabus
Gary Kelly,Gary,Kelly,not_applicable,170,0.000114,open_syllabus
Declan Kiberd,Declan,Kiberd,not_applicable,170,0.000114,open_syllabus
Peter Singer,Peter,Singer,not_applicable,170,0.000114,open_syllabus
J. J. Smith,J J,Smith,not_applicable,170,0.000114,open_syllabus
Natasha D. Trethewey,Natasha D,Trethewey,not_applicable,170,0.000114,open_syllabus
Thorlac Turville-Petre,Thorlac,Turville-Petre,not_applicable,170,0.000114,open_syllabus
Victor Villanueva,Victor,Villanueva,not_applicable,170,0.000114,open_syllabus
Thomas Wolfe,Thomas,Wolfe,not_applicable,170,0.000114,open_syllabus
Mitch Albom,Mitch,Albom,not_applicable,169,0.000113,open_syllabus
James M. Cain,James M,Cain,not_applicable,169,0.000113,open_syllabus
Cathy Caruth,Cathy,Caruth,not_applicable,169,0.000113,open_syllabus
G. K. Chesterton,G K,Chesterton,not_applicable,169,0.000113,open_syllabus
John L. Esposito,John L,Esposito,not_applicable,169,0.000113,open_syllabus
David Grene,David,Grene,not_applicable,169,0.000113,open_syllabus
Christopher Hill,Christopher,Hill,not_applicable,169,0.000113,open_syllabus
John Irving,John,Irving,not_applicable,169,0.000113,open_syllabus
Randall Jarrell,Randall,Jarrell,not_applicable,169,0.000113,open_syllabus
John O. Jordan,John O,Jordan,not_applicable,169,0.000113,open_syllabus
Ruth L. Ozeki,Ruth L,Ozeki,not_applicable,169,0.000113,open_syllabus
Donna Rosenberg,Donna,Rosenberg,not_applicable,169,0.000113,open_syllabus
Juliet Schor,Juliet,Schor,not_applicable,169,0.000113,open_syllabus
John Chaffee,John,Chaffee,not_applicable,168,0.000112,open_syllabus
Aidan Day,Aidan,Day,not_applicable,168,0.000112,open_syllabus
Bessie Head,Bessie,Head,not_applicable,168,0.000112,open_syllabus
Timothy Morton,Timothy,Morton,not_applicable,168,0.000112,open_syllabus
Robert A. Schwegler,Robert A,Schwegler,not_applicable,168,0.000112,open_syllabus
Graham Swift,Graham,Swift,not_applicable,168,0.000112,open_syllabus
Jules Verne,Jules,Verne,not_applicable,168,0.000112,open_syllabus
Paul Woodruff,Paul,Woodruff,not_applicable,168,0.000112,open_syllabus
Vannevar Bush,Vannevar,Bush,not_applicable,167,0.000112,open_syllabus
Alan Cheuse,Alan,Cheuse,not_applicable,167,0.000112,open_syllabus
Maud Ellmann,Maud,Ellmann,not_applicable,167,0.000112,open_syllabus
Andy P. Field,Andy P,Field,not_applicable,167,0.000112,open_syllabus
Geoffrey H. Hartman,Geoffrey H,Hartman,not_applicable,167,0.000112,open_syllabus
Naguib Mahfouz,Naguib,Mahfouz,not_applicable,167,0.000112,open_syllabus
Jon Scieszka,Jon,Scieszka,not_applicable,167,0.000112,open_syllabus
Murasaki Shikibu,Murasaki,Shikibu,not_applicable,167,0.000112,open_syllabus
Jonathan Silverman,Jonathan,Silverman,not_applicable,167,0.000112,open_syllabus
John Sutherland,John,Sutherland,not_applicable,167,0.000112,open_syllabus
Linda R. Anderson,Linda R,Anderson,not_applicable,166,0.000111,open_syllabus
M. O. Grenby,M O,Grenby,not_applicable,166,0.000111,open_syllabus
Maurice Hindle,Maurice,Hindle,not_applicable,166,0.000111,open_syllabus
Russell Hoban,Russell,Hoban,not_applicable,166,0.000111,open_syllabus
Franklin E. Horowitz,Franklin E,Horowitz,not_applicable,166,0.000111,open_syllabus
Charlotte I. Lee,Charlotte I,Lee,not_applicable,166,0.000111,open_syllabus
J. D. McClatchy,J D,McClatchy,not_applicable,166,0.000111,open_syllabus
Robert Mighall,Robert,Mighall,not_applicable,166,0.000111,open_syllabus
David Perkins,David,Perkins,not_applicable,166,0.000111,open_syllabus
Rosemond Tuve,Rosemond,Tuve,not_applicable,166,0.000111,open_syllabus
Michelangelo Antonioni,Michelangelo,Antonioni,not_applicable,165,0.00011,open_syllabus
Tim Armstrong,Tim,Armstrong,not_applicable,165,0.00011,open_syllabus
Mary Astell,Mary,Astell,not_applicable,165,0.00011,open_syllabus
Edward Bellamy,Edward,Bellamy,not_applicable,165,0.00011,open_syllabus
Inc Prentice-Hall,Inc,Prentice-Hall,not_applicable,165,0.00011,open_syllabus
Sinclair Ross,Sinclair,Ross,not_applicable,165,0.00011,open_syllabus
Ridley Scott,Ridley,Scott,not_applicable,165,0.00011,open_syllabus
Thorstein Veblen,Thorstein,Veblen,not_applicable,165,0.00011,open_syllabus
James Whale,James,Whale,not_applicable,165,0.00011,open_syllabus
Russell Banks,Russell,Banks,not_applicable,164,0.00011,open_syllabus
A. R. Braunmuller,A R,Braunmuller,not_applicable,164,0.00011,open_syllabus
Patrick Gerard Cheney,Patrick Gerard,Cheney,not_applicable,164,0.00011,open_syllabus
Paul Cobley,Paul,Cobley,not_applicable,164,0.00011,open_syllabus
W. N. Herbert,W N,Herbert,not_applicable,164,0.00011,open_syllabus
Neil Lazarus,Neil,Lazarus,not_applicable,164,0.00011,open_syllabus
