author_name,first_name,last_name,title,count,fraction_total,dataset
George Fabyan Collection (Library of Congress,George Fabyan Collection,Library of Congress,not_applicable,164,0.00011,open_syllabus
Paul Muldoon,Paul,Muldoon,not_applicable,164,0.00011,open_syllabus
David J. Skal,David J,Skal,not_applicable,164,0.00011,open_syllabus
Luis Alberto Urrea,Luis Alberto,Urrea,not_applicable,164,0.00011,open_syllabus
John C. Wells,John C,Wells,not_applicable,164,0.00011,open_syllabus
David Wiesner,David,Wiesner,not_applicable,164,0.00011,open_syllabus
George F. Will,George F,Will,not_applicable,164,0.00011,open_syllabus
Ralph Berry,Ralph,Berry,not_applicable,163,0.000109,open_syllabus
Marie Borroff,Marie,Borroff,not_applicable,163,0.000109,open_syllabus
Dorothea Brande,Dorothea,Brande,not_applicable,163,0.000109,open_syllabus
Alan Dundes,Alan,Dundes,not_applicable,163,0.000109,open_syllabus
Leela Gandhi,Leela,Gandhi,not_applicable,163,0.000109,open_syllabus
Brenda Miller,Brenda,Miller,not_applicable,163,0.000109,open_syllabus
Colin Neville,Colin,Neville,not_applicable,163,0.000109,open_syllabus
Coventry Patmore,Coventry,Patmore,not_applicable,163,0.000109,open_syllabus
Bernard Bergonzi,Bernard,Bergonzi,not_applicable,162,0.000108,open_syllabus
Karen Lourie Blanchard,Karen Lourie,Blanchard,not_applicable,162,0.000108,open_syllabus
Charles E. Bressler,Charles E,Bressler,not_applicable,162,0.000108,open_syllabus
Edgar Rice Burroughs,Edgar Rice,Burroughs,not_applicable,162,0.000108,open_syllabus
Robert Burton,Robert,Burton,not_applicable,162,0.000108,open_syllabus
Gregory G. Colomb,Gregory G,Colomb,not_applicable,162,0.000108,open_syllabus
Harlan Ellison,Harlan,Ellison,not_applicable,162,0.000108,open_syllabus
Patricia Grace,Patricia,Grace,not_applicable,162,0.000108,open_syllabus
Stephen L. Harris,Stephen L,Harris,not_applicable,162,0.000108,open_syllabus
George Meredith,George,Meredith,not_applicable,162,0.000108,open_syllabus
Suzanne Paola,Suzanne,Paola,not_applicable,162,0.000108,open_syllabus
Geoffrey K. Pullum,Geoffrey K,Pullum,not_applicable,162,0.000108,open_syllabus
Patsy Stoneman,Patsy,Stoneman,not_applicable,162,0.000108,open_syllabus
Rebecca Stott,Rebecca,Stott,not_applicable,162,0.000108,open_syllabus
William Tydeman,William,Tydeman,not_applicable,162,0.000108,open_syllabus
Linda J. Waite,Linda J,Waite,not_applicable,162,0.000108,open_syllabus
Georges Bataille,Georges,Bataille,not_applicable,161,0.000108,open_syllabus
Francis Beaumont,Francis,Beaumont,not_applicable,161,0.000108,open_syllabus
Lydia Maria Child,Lydia Maria,Child,not_applicable,161,0.000108,open_syllabus
Wayne Martindale,Wayne,Martindale,not_applicable,161,0.000108,open_syllabus
E. Nesbit,E,Nesbit,not_applicable,161,0.000108,open_syllabus
Julie Otsuka,Julie,Otsuka,not_applicable,161,0.000108,open_syllabus
Jacob A. Riis,Jacob A,Riis,not_applicable,161,0.000108,open_syllabus
Tim Youngs,Tim,Youngs,not_applicable,161,0.000108,open_syllabus
Ryūnosuke Akutagawa,Ryūnosuke,Akutagawa,not_applicable,160,0.000107,open_syllabus
Harold Fromm,Harold,Fromm,not_applicable,160,0.000107,open_syllabus
Robin Gilmour,Robin,Gilmour,not_applicable,160,0.000107,open_syllabus
Félix Guattari,Félix,Guattari,not_applicable,160,0.000107,open_syllabus
Felicia Dorothea Browne Hemans,Felicia Dorothea Browne,Hemans,not_applicable,160,0.000107,open_syllabus
John McCormick,John,McCormick,not_applicable,160,0.000107,open_syllabus
David L. Russell,David L,Russell,not_applicable,160,0.000107,open_syllabus
Alexander Schmidt,Alexander,Schmidt,not_applicable,160,0.000107,open_syllabus
Morag Shiach,Morag,Shiach,not_applicable,160,0.000107,open_syllabus
Shaun Tan,Shaun,Tan,not_applicable,160,0.000107,open_syllabus
Quentin Tarantino,Quentin,Tarantino,not_applicable,160,0.000107,open_syllabus
Helen Maria Williams,Helen Maria,Williams,not_applicable,160,0.000107,open_syllabus
Saki,Saki,,not_applicable,160,0.000107,open_syllabus
Stanley Appelbaum,Stanley,Appelbaum,not_applicable,159,0.000106,open_syllabus
Mary Hunter Austin,Mary Hunter,Austin,not_applicable,159,0.000106,open_syllabus
M. Keith Booker,M Keith,Booker,not_applicable,159,0.000106,open_syllabus
Jan De Bruyn,Jan,de Bruyn,not_applicable,159,0.000106,open_syllabus
Tim Fulford,Tim,Fulford,not_applicable,159,0.000106,open_syllabus
Frances Kobrin Goldscheider,Frances Kobrin,Goldscheider,not_applicable,159,0.000106,open_syllabus
Gayle Greene,Gayle,Greene,not_applicable,159,0.000106,open_syllabus
Bob Hodge,Bob,Hodge,not_applicable,159,0.000106,open_syllabus
Mario Vargas Llosa,Mario Vargas,Llosa,not_applicable,159,0.000106,open_syllabus
David Minter,David,Minter,not_applicable,159,0.000106,open_syllabus
Hannah More,Hannah,More,not_applicable,159,0.000106,open_syllabus
Simon J. Ortiz,Simon J,Ortiz,not_applicable,159,0.000106,open_syllabus
Don Paterson,Don,Paterson,not_applicable,159,0.000106,open_syllabus
Eden Robinson,Eden,Robinson,not_applicable,159,0.000106,open_syllabus
Donald A. Schön,Donald A,Schön,not_applicable,159,0.000106,open_syllabus
Richard Slotkin,Richard,Slotkin,not_applicable,159,0.000106,open_syllabus
Scott Slovic,Scott,Slovic,not_applicable,159,0.000106,open_syllabus
Christina Witsberger,Christina,Witsberger,not_applicable,159,0.000106,open_syllabus
Nikolas Coupland,Nikolas,Coupland,not_applicable,158,0.000106,open_syllabus
Richard J. Gray,Richard J,Gray,not_applicable,158,0.000106,open_syllabus
Jürgen Habermas,Jürgen,Habermas,not_applicable,158,0.000106,open_syllabus
Michael L. Keene,Michael L,Keene,not_applicable,158,0.000106,open_syllabus
Terence Martin,Terence,Martin,not_applicable,158,0.000106,open_syllabus
Martin Montgomery,Martin,Montgomery,not_applicable,158,0.000106,open_syllabus
Antonio Perri,Antonio,Perri,not_applicable,158,0.000106,open_syllabus
Joan Swann,Joan,Swann,not_applicable,158,0.000106,open_syllabus
Herbert F. Tucker,Herbert F,Tucker,not_applicable,158,0.000106,open_syllabus
John Williams,John,Williams,not_applicable,158,0.000106,open_syllabus
Alison Booth,Alison,Booth,not_applicable,157,0.000105,open_syllabus
Malcolm Godden,Malcolm,Godden,not_applicable,157,0.000105,open_syllabus
Saidiya V. Hartman,Saidiya V,Hartman,not_applicable,157,0.000105,open_syllabus
Felicia Hemans,Felicia,Hemans,not_applicable,157,0.000105,open_syllabus
Eva Hoffman,Eva,Hoffman,not_applicable,157,0.000105,open_syllabus
Stanley Kubrick,Stanley,Kubrick,not_applicable,157,0.000105,open_syllabus
Amin Maalouf,Amin,Maalouf,not_applicable,157,0.000105,open_syllabus
Américo Paredes,Américo,Paredes,not_applicable,157,0.000105,open_syllabus
David Simpson,David,Simpson,not_applicable,157,0.000105,open_syllabus
Ali Smith,Ali,Smith,not_applicable,157,0.000105,open_syllabus
Charles Bazerman,Charles,Bazerman,not_applicable,156,0.000104,open_syllabus
Daniel Clowes,Daniel,Clowes,not_applicable,156,0.000104,open_syllabus
Edward Finegan,Edward,Finegan,not_applicable,156,0.000104,open_syllabus
Antony H. Harrison,Antony H,Harrison,not_applicable,156,0.000104,open_syllabus
Darrell Huff,Darrell,Huff,not_applicable,156,0.000104,open_syllabus
G. K. Hunter,G K,Hunter,not_applicable,156,0.000104,open_syllabus
Robert Kirkman,Robert,Kirkman,not_applicable,156,0.000104,open_syllabus
D.'Arcy McNickle,D'Arcy,McNickle,not_applicable,156,0.000104,open_syllabus
Susan Minot,Susan,Minot,not_applicable,156,0.000104,open_syllabus
Derek Albert Pearsall,Derek Albert,Pearsall,not_applicable,156,0.000104,open_syllabus
Elizabeth Tebeaux,Elizabeth,Tebeaux,not_applicable,156,0.000104,open_syllabus
Wendell Berry,Wendell,Berry,not_applicable,155,0.000104,open_syllabus
Leo Braudy,Leo,Braudy,not_applicable,155,0.000104,open_syllabus
Timothy Gura,Timothy,Gura,not_applicable,155,0.000104,open_syllabus
Ann Hogue,Ann,Hogue,not_applicable,155,0.000104,open_syllabus
Julia Ward Howe,Julia Ward,Howe,not_applicable,155,0.000104,open_syllabus
Kenneth Koch,Kenneth,Koch,not_applicable,155,0.000104,open_syllabus
Ellen Lupton,Ellen,Lupton,not_applicable,155,0.000104,open_syllabus
Steven Marx,Steven,Marx,not_applicable,155,0.000104,open_syllabus
William S. Robinson,William S,Robinson,not_applicable,155,0.000104,open_syllabus
Peter Ilich Tchaikovsky,Peter Ilich,Tchaikovsky,not_applicable,155,0.000104,open_syllabus
John Algeo,John,Algeo,not_applicable,154,0.000103,open_syllabus
John B. Beer,John B,Beer,not_applicable,154,0.000103,open_syllabus
John Ciardi,John,Ciardi,not_applicable,154,0.000103,open_syllabus
Hart Crane,Hart,Crane,not_applicable,154,0.000103,open_syllabus
Katherine Duncan-Jones,Katherine,Duncan-Jones,not_applicable,154,0.000103,open_syllabus
James Fenton,James,Fenton,not_applicable,154,0.000103,open_syllabus
Simon Frith,Simon,Frith,not_applicable,154,0.000103,open_syllabus
Rene Girard,Rene,Girard,not_applicable,154,0.000103,open_syllabus
Hans Paul Guth,Hans Paul,Guth,not_applicable,154,0.000103,open_syllabus
James L. Harner,James L,Harner,not_applicable,154,0.000103,open_syllabus
Stephen Lucas,Stephen,Lucas,not_applicable,154,0.000103,open_syllabus
Lev Manovich,Lev,Manovich,not_applicable,154,0.000103,open_syllabus
Greil Marcus,Greil,Marcus,not_applicable,154,0.000103,open_syllabus
Angela McRobbie,Angela,McRobbie,not_applicable,154,0.000103,open_syllabus
W. J. Thomas Mitchell,William John Thomas,Mitchell,not_applicable,154,0.000103,open_syllabus
Jack Rawlins,Jack,Rawlins,not_applicable,154,0.000103,open_syllabus
William Styron,William,Styron,not_applicable,154,0.000103,open_syllabus
Cornelius Tacitus,Cornelius,Tacitus,not_applicable,154,0.000103,open_syllabus
Harvey S. Wiener,Harvey S,Wiener,not_applicable,154,0.000103,open_syllabus
Simon Gikandi,Simon,Gikandi,not_applicable,153,0.000102,open_syllabus
Maggie Humm,Maggie,Humm,not_applicable,153,0.000102,open_syllabus
Yasunari Kawabata,Yasunari,Kawabata,not_applicable,153,0.000102,open_syllabus
Jane Marcus,Jane,Marcus,not_applicable,153,0.000102,open_syllabus
James Naremore,James,Naremore,not_applicable,153,0.000102,open_syllabus
Philip Race,Philip,Race,not_applicable,153,0.000102,open_syllabus
Mary Robinson,Mary,Robinson,not_applicable,153,0.000102,open_syllabus
Michael J. Toolan,Michael J,Toolan,not_applicable,153,0.000102,open_syllabus
R. M. Wilson,R M,Wilson,not_applicable,153,0.000102,open_syllabus
Robert Young,Robert,Young,not_applicable,153,0.000102,open_syllabus
Tariq Ali,Tariq,Ali,not_applicable,152,0.000102,open_syllabus
Robert Alter,Robert,Alter,not_applicable,152,0.000102,open_syllabus
Joan C. Beal,Joan C,Beal,not_applicable,152,0.000102,open_syllabus
Robert Bly,Robert,Bly,not_applicable,152,0.000102,open_syllabus
Devin Brown,Devin,Brown,not_applicable,152,0.000102,open_syllabus
Margaret Drabble,Margaret,Drabble,not_applicable,152,0.000102,open_syllabus
Nigel Fabb,Nigel,Fabb,not_applicable,152,0.000102,open_syllabus
Sharon J. Gerson,Sharon J,Gerson,not_applicable,152,0.000102,open_syllabus
Steven M. Gerson,Steven M,Gerson,not_applicable,152,0.000102,open_syllabus
Stephen Jay Greenblatt,Stephen Jay,Greenblatt,not_applicable,152,0.000102,open_syllabus
James A. W. Heffernan,James A. W.,Heffernan,not_applicable,152,0.000102,open_syllabus
Irving Howe,Irving,Howe,not_applicable,152,0.000102,open_syllabus
Sarah Norton,Sarah,Norton,not_applicable,152,0.000102,open_syllabus
Thomas Marc Parrott,Thomas Marc,Parrott,not_applicable,152,0.000102,open_syllabus
John Sloman,John,Sloman,not_applicable,152,0.000102,open_syllabus
Brenda D. Smith,Brenda D,Smith,not_applicable,152,0.000102,open_syllabus
Claire Tomalin,Claire,Tomalin,not_applicable,152,0.000102,open_syllabus
Chase Twichell,Chase,Twichell,not_applicable,152,0.000102,open_syllabus
Sheila Cameron,Sheila,Cameron,not_applicable,151,0.000101,open_syllabus
Terry Castle,Terry,Castle,not_applicable,151,0.000101,open_syllabus
Noam Chomsky,Noam,Chomsky,not_applicable,151,0.000101,open_syllabus
Marshall Cohen,Marshall,Cohen,not_applicable,151,0.000101,open_syllabus
Richard Cronin,Richard,Cronin,not_applicable,151,0.000101,open_syllabus
Michael Hardt,Michael,Hardt,not_applicable,151,0.000101,open_syllabus
Terence Hawkes,Terence,Hawkes,not_applicable,151,0.000101,open_syllabus
Michael Lewis,Michael,Lewis,not_applicable,151,0.000101,open_syllabus
Anne McClintock,Anne,McClintock,not_applicable,151,0.000101,open_syllabus
Heidi Safia Mirza,Heidi Safia,Mirza,not_applicable,151,0.000101,open_syllabus
Kimberley Reynolds,Kimberley,Reynolds,not_applicable,151,0.000101,open_syllabus
Marie-Laure Ryan,Marie-Laure,Ryan,not_applicable,151,0.000101,open_syllabus
Richard White,Richard,White,not_applicable,151,0.000101,open_syllabus
Pat Belanoff,Pat,Belanoff,not_applicable,150,0.0001,open_syllabus
Kevin Crossley-Holland,Kevin,Crossley-Holland,not_applicable,150,0.0001,open_syllabus
Michael Flachmann,Michael,Flachmann,not_applicable,150,0.0001,open_syllabus
David Glover,David,Glover,not_applicable,150,0.0001,open_syllabus
Kate Grenville,Kate,Grenville,not_applicable,150,0.0001,open_syllabus
Wilfred L. Guerin,Wilfred L,Guerin,not_applicable,150,0.0001,open_syllabus
Edward P. Jones,Edward P,Jones,not_applicable,150,0.0001,open_syllabus
George Lamming,George,Lamming,not_applicable,150,0.0001,open_syllabus
Angela Leighton,Angela,Leighton,not_applicable,150,0.0001,open_syllabus
Scott McCracken,Scott,McCracken,not_applicable,150,0.0001,open_syllabus
Stephen Mitchell,Stephen,Mitchell,not_applicable,150,0.0001,open_syllabus
Maria Nikolajeva,Maria,Nikolajeva,not_applicable,150,0.0001,open_syllabus
Juliet B. Schor,Juliet B,Schor,not_applicable,150,0.0001,open_syllabus
Alfred Tennyson,Alfred,Tennyson,not_applicable,150,0.0001,open_syllabus
Maurice Blanchot,Maurice,Blanchot,not_applicable,149,0.0001,open_syllabus
Chad Davidson,Chad,Davidson,not_applicable,149,0.0001,open_syllabus
Roger Fowler,Roger,Fowler,not_applicable,149,0.0001,open_syllabus
Alasdair Gray,Alasdair,Gray,not_applicable,149,0.0001,open_syllabus
Douglas Kellner,Douglas,Kellner,not_applicable,149,0.0001,open_syllabus
Alexander Leggatt,Alexander,Leggatt,not_applicable,149,0.0001,open_syllabus
D. A. Miller,D A,Miller,not_applicable,149,0.0001,open_syllabus
Susheila Nasta,Susheila,Nasta,not_applicable,149,0.0001,open_syllabus
Gary Paulsen,Gary,Paulsen,not_applicable,149,0.0001,open_syllabus
Ronald Wardhaugh,Ronald,Wardhaugh,not_applicable,149,0.0001,open_syllabus
J. R. Watson,J R,Watson,not_applicable,149,0.0001,open_syllabus
Julian,Julian,,not_applicable,149,0.0001,open_syllabus
Livy,Livy,,not_applicable,149,0.0001,open_syllabus
Thomas Arnold,Thomas,Arnold,not_applicable,148,0.000099,open_syllabus
Jimmy Santiago Baca,Jimmy Santiago,Baca,not_applicable,148,0.000099,open_syllabus
Robin Behn,Robin,Behn,not_applicable,148,0.000099,open_syllabus
Lauren Berlant,Lauren,Berlant,not_applicable,148,0.000099,open_syllabus
Julia Cameron,Julia,Cameron,not_applicable,148,0.000099,open_syllabus
Stanley Cavell,Stanley,Cavell,not_applicable,148,0.000099,open_syllabus
Mary Lou Conlin,Mary Lou,Conlin,not_applicable,148,0.000099,open_syllabus
Michael Curtiz,Michael,Curtiz,not_applicable,148,0.000099,open_syllabus
Clare Hanson,Clare,Hanson,not_applicable,148,0.000099,open_syllabus
Lillian Hellman,Lillian,Hellman,not_applicable,148,0.000099,open_syllabus
Stuart Hirschberg,Stuart,Hirschberg,not_applicable,148,0.000099,open_syllabus
Robert Klanten,Robert,Klanten,not_applicable,148,0.000099,open_syllabus
Jon E. Lewis,Jon E,Lewis,not_applicable,148,0.000099,open_syllabus
Norman Maclean,Norman,Maclean,not_applicable,148,0.000099,open_syllabus
Lorrie Moore,Lorrie,Moore,not_applicable,148,0.000099,open_syllabus
Blake Morrison,Blake,Morrison,not_applicable,148,0.000099,open_syllabus
Linda Seger,Linda,Seger,not_applicable,148,0.000099,open_syllabus
John B. Thompson,John B,Thompson,not_applicable,148,0.000099,open_syllabus
Markus Zusak,Markus,Zusak,not_applicable,148,0.000099,open_syllabus
Sharon Achinstein,Sharon,Achinstein,not_applicable,147,0.000098,open_syllabus
David Bradshaw,David,Bradshaw,not_applicable,147,0.000098,open_syllabus
Louis Cohen,Louis,Cohen,not_applicable,147,0.000098,open_syllabus
Russell Duncan,Russell,Duncan,not_applicable,147,0.000098,open_syllabus
Alan Durant,Alan,Durant,not_applicable,147,0.000098,open_syllabus
Marjorie Ford,Marjorie,Ford,not_applicable,147,0.000098,open_syllabus
Jean Genet,Jean,Genet,not_applicable,147,0.000098,open_syllabus
Joseph Goddard,Joseph,Goddard,not_applicable,147,0.000098,open_syllabus
David M. Halperin,David M,Halperin,not_applicable,147,0.000098,open_syllabus
Ian Jack,Ian,Jack,not_applicable,147,0.000098,open_syllabus
Elia Kazan,Elia,Kazan,not_applicable,147,0.000098,open_syllabus
John D. Niles,John D,Niles,not_applicable,147,0.000098,open_syllabus
Christopher Norris,Christopher,Norris,not_applicable,147,0.000098,open_syllabus
Sharon Olds,Sharon,Olds,not_applicable,147,0.000098,open_syllabus
Ronald Paulson,Ronald,Paulson,not_applicable,147,0.000098,open_syllabus
The Spectator,The,Spectator,not_applicable,147,0.000098,open_syllabus
James Wright,James,Wright,not_applicable,147,0.000098,open_syllabus
Lodovico Ariosto,Lodovico,Ariosto,not_applicable,146,0.000098,open_syllabus
Fred D.'Aguiar,Fred,D'Aguiar,not_applicable,146,0.000098,open_syllabus
Christin Ditchfield,Christin,Ditchfield,not_applicable,146,0.000098,open_syllabus
Richard Dyer,Richard,Dyer,not_applicable,146,0.000098,open_syllabus
Robert Eaglestone,Robert,Eaglestone,not_applicable,146,0.000098,open_syllabus
Gregory Fraser,Gregory,Fraser,not_applicable,146,0.000098,open_syllabus
Michael Frayn,Michael,Frayn,not_applicable,146,0.000098,open_syllabus
Joseph Harris,Joseph,Harris,not_applicable,146,0.000098,open_syllabus
George Wilson Knight,George Wilson,Knight,not_applicable,146,0.000098,open_syllabus
Peter Ladefoged,Peter,Ladefoged,not_applicable,146,0.000098,open_syllabus
Richmond Lattimore,Richmond,Lattimore,not_applicable,146,0.000098,open_syllabus
Harry Levin,Harry,Levin,not_applicable,146,0.000098,open_syllabus
Clarice Lispector,Clarice,Lispector,not_applicable,146,0.000098,open_syllabus
Leo Marx,Leo,Marx,not_applicable,146,0.000098,open_syllabus
Grant Morrison,Grant,Morrison,not_applicable,146,0.000098,open_syllabus
Barbara A. Mowat,Barbara A,Mowat,not_applicable,146,0.000098,open_syllabus
John Frederick Nims,John Frederick,Nims,not_applicable,146,0.000098,open_syllabus
Francis O.'Gorman,Francis,O'Gorman,not_applicable,146,0.000098,open_syllabus
Kiernan Ryan,Kiernan,Ryan,not_applicable,146,0.000098,open_syllabus
Erich Segal,Erich,Segal,not_applicable,146,0.000098,open_syllabus
J. L. Austin,J L,Austin,not_applicable,145,0.000097,open_syllabus
Harry Blamires,Harry,Blamires,not_applicable,145,0.000097,open_syllabus
Anthony Browne,Anthony,Browne,not_applicable,145,0.000097,open_syllabus
Alejo Carpentier,Alejo,Carpentier,not_applicable,145,0.000097,open_syllabus
Patricia Hill Collins,Patricia Hill,Collins,not_applicable,145,0.000097,open_syllabus
Charles H. Frey,Charles H,Frey,not_applicable,145,0.000097,open_syllabus
Victoria Fromkin,Victoria,Fromkin,not_applicable,145,0.000097,open_syllabus
